foundation_model,target_key,outcome_type,family,cancer_type,endpoint,model_id,resource_selection_basis,representation_specific_qualification,default_inference,redistribution_status,matched_task,representation_effect_threshold_crossing,matched_q2,matched_balanced_accuracy,matched_auroc,object_crossed_representation_threshold,resource_scope,complete_operationalization_of_representation_atlas
GigaSSL,continuousrna_pathway_activityOVHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,GigaSSL__rna_pathway_activity__OV__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0449506369725073,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_INFLAMMATORY_RESPONSE,continuous,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,GigaSSL__rna_pathway_activity__OV__HALLMARK_INFLAMMATORY_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.16528754106025,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_MTORC1_SIGNALING,continuous,rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,GigaSSL__rna_pathway_activity__OV__HALLMARK_MTORC1_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0533528592065471,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_P53_PATHWAY,continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,GigaSSL__rna_pathway_activity__OV__HALLMARK_P53_PATHWAY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0652270400672151,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_TNFA_SIGNALING_VIA_NFKB,continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,GigaSSL__rna_pathway_activity__OV__HALLMARK_TNFA_SIGNALING_VIA_NFKB,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.145781228962767,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_UV_RESPONSE_UP,continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,GigaSSL__rna_pathway_activity__OV__HALLMARK_UV_RESPONSE_UP,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.00700380259967903,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_ALLOGRAFT_REJECTION,continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_ALLOGRAFT_REJECTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.196757858909181,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_ANDROGEN_RESPONSE,continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_ANDROGEN_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0934901533698591,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_ANGIOGENESIS,continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_ANGIOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.073970912948137,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_APICAL_JUNCTION,continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_APICAL_JUNCTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.207744959697377,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_APICAL_SURFACE,continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_APICAL_SURFACE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.336292771650083,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_APOPTOSIS,continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_APOPTOSIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.357028623018699,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_CHOLESTEROL_HOMEOSTASIS,continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_CHOLESTEROL_HOMEOSTASIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0412647660573362,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_COAGULATION,continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_COAGULATION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.05086614834897,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_COMPLEMENT,continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_COMPLEMENT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.246498599514257,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.306755856224764,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_ESTROGEN_RESPONSE_EARLY,continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_ESTROGEN_RESPONSE_EARLY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.243008336095288,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_ESTROGEN_RESPONSE_LATE,continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_ESTROGEN_RESPONSE_LATE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.193520723314722,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_G2M_CHECKPOINT,continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_G2M_CHECKPOINT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.113522440108508,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_HYPOXIA,continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_HYPOXIA,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.154080114530988,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.275166787238015,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.089103840820266,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityPAADHALLMARK_INFLAMMATORY_RESPONSE,continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,GigaSSL__rna_pathway_activity__PAAD__HALLMARK_INFLAMMATORY_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.416994734458229,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
