target_id,outcome_type,family,subfamily,tumor_type,endpoint,source,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,analysed_patients,positive,negative,embedding_cohort_patients,missing_patients,missing_percent,expected_measurement_error,biological_interpretation,equivalence_caveat,same_histology_modality,source_reference,definition_group
binary::oncogenic_pathway::UCS::NOTCH,binary,oncogenic_pathway,oncogenic_pathway,UCS,NOTCH,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,52,28,24,53,1,1.88679245283019,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",NOTCH pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCS::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,52,32,20,53,1,1.88679245283019,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
continuous::aneuploidy::ACC::Amplified arm count,continuous,aneuploidy,aneuploidy,ACC,Amplified arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,54,,,56,2,3.57142857142857,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Amplified arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::ACC::Aneuploidy score,continuous,aneuploidy,aneuploidy,ACC,Aneuploidy score,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative total arm-event score,None; source value used as supplied,54,,,56,2,3.57142857142857,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Aneuploidy score as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::ACC::Deleted arm count,continuous,aneuploidy,aneuploidy,ACC,Deleted arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,54,,,56,2,3.57142857142857,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Deleted arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::BLCA::Amplified arm count,continuous,aneuploidy,aneuploidy,BLCA,Amplified arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,376,,,386,10,2.59067357512953,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Amplified arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::BLCA::Aneuploidy score,continuous,aneuploidy,aneuploidy,BLCA,Aneuploidy score,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative total arm-event score,None; source value used as supplied,376,,,386,10,2.59067357512953,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Aneuploidy score as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::BLCA::Deleted arm count,continuous,aneuploidy,aneuploidy,BLCA,Deleted arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,376,,,386,10,2.59067357512953,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Deleted arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::BRCA::Amplified arm count,continuous,aneuploidy,aneuploidy,BRCA,Amplified arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,998,,,1054,56,5.31309297912714,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Amplified arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::BRCA::Aneuploidy score,continuous,aneuploidy,aneuploidy,BRCA,Aneuploidy score,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative total arm-event score,None; source value used as supplied,998,,,1054,56,5.31309297912714,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Aneuploidy score as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::BRCA::Deleted arm count,continuous,aneuploidy,aneuploidy,BRCA,Deleted arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,998,,,1054,56,5.31309297912714,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Deleted arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::CESC::Amplified arm count,continuous,aneuploidy,aneuploidy,CESC,Amplified arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,259,,,269,10,3.71747211895911,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Amplified arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::CESC::Aneuploidy score,continuous,aneuploidy,aneuploidy,CESC,Aneuploidy score,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative total arm-event score,None; source value used as supplied,259,,,269,10,3.71747211895911,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Aneuploidy score as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::CESC::Deleted arm count,continuous,aneuploidy,aneuploidy,CESC,Deleted arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,259,,,269,10,3.71747211895911,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Deleted arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::COAD::Amplified arm count,continuous,aneuploidy,aneuploidy,COAD,Amplified arm count,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,408,,,433,25,5.77367205542725,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Amplified arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
continuous::aneuploidy::COAD::Aneuploidy score,continuous,aneuploidy,aneuploidy,COAD,Aneuploidy score,Taylor2018_TableS2,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative total arm-event score,None; source value used as supplied,408,,,433,25,5.77367205542725,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Aneuploidy score as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",FALSE,Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),Arm-level aneuploidy burden
